,Player,Nation,Pos,Age,MP,Clube,Year,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Playing Time MP
312,Robert Arboleda,ec ECU,DF,27.0,,Sao-Paulo,2019,29,2564.0,28.5,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.04,0.04,0.07,0.04,0.07,1.9,1.9,0.7,2.6,11.0,84.0,5.0,0.07,0.03,0.09,0.07,0.09,29
313,Juanfran,es ESP,DF,34.0,,Sao-Paulo,2019,14,1159.0,12.9,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.16,0.16,0.0,0.16,0.0,0.0,1.1,1.1,20.0,49.0,61.0,0.0,0.08,0.08,0.0,0.08,17
314,Juanfran,es ESP,DF,35.0,23,Sao-Paulo,2020,22,1670.0,18.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.05,0.05,0.0,0.05,0.7,0.7,2.5,3.2,26.0,73.0,150.0,0.04,0.13,0.17,0.04,0.17,
315,Robert Arboleda,ec ECU,DF,28.0,21,Sao-Paulo,2020,19,1725.0,19.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.05,0.0,0.05,0.05,0.05,1.4,1.4,0.1,1.4,14.0,61.0,5.0,0.07,0.0,0.07,0.07,0.07,
316,Gonzalo Carneiro,uy URU,"FW,MF",24.0,10,Sao-Paulo,2020,2,208.0,2.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.43,0.43,0.87,0.43,0.87,1.0,1.0,0.6,1.6,0.0,3.0,10.0,0.44,0.26,0.7,0.44,0.7,
317,Santiago Tréllez,co COL,"MF,FW",30.0,8,Sao-Paulo,2020,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,1.0,1.0,3.0,0.09,0.08,0.18,0.09,0.18,
318,Antonio Galeano,py PAR,"MF,DF",19.0,5,Sao-Paulo,2020,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,
319,Joao Rojas,ec ECU,MF,30.0,1,Sao-Paulo,2020,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,
320,Emiliano Rigoni,ar ARG,"FW,MF",27.0,30,Sao-Paulo,2021,24,2060.0,22.9,4.0,5.0,9.0,4.0,0.0,0.0,4.0,1.0,0.17,0.22,0.39,0.17,0.39,7.1,7.1,5.0,12.1,51.0,52.0,190.0,0.31,0.22,0.53,0.31,0.53,
321,Robert Arboleda,ec ECU,DF,29.0,17,Sao-Paulo,2021,17,1530.0,17.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.06,0.0,0.06,0.06,0.06,1.0,1.0,0.1,1.1,6.0,56.0,1.0,0.06,0.01,0.06,0.06,0.06,
322,Jonathan Calleri,ar ARG,FW,27.0,16,Sao-Paulo,2021,11,867.0,9.6,5.0,0.0,5.0,4.0,1.0,1.0,2.0,1.0,0.52,0.0,0.52,0.42,0.42,4.6,3.8,0.5,4.4,15.0,21.0,55.0,0.48,0.06,0.54,0.4,0.45,
323,Éder,it ITA,FW,34.0,17,Sao-Paulo,2021,8,647.0,7.2,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.14,0.28,0.42,0.14,0.42,2.1,2.1,1.1,3.2,8.0,10.0,45.0,0.29,0.16,0.45,0.29,0.45,
324,Martín Benítez,ar ARG,"MF,FW",26.0,24,Sao-Paulo,2021,7,860.0,9.6,2.0,1.0,3.0,2.0,0.0,0.0,5.0,1.0,0.21,0.1,0.31,0.21,0.31,1.4,1.4,1.4,2.9,32.0,79.0,56.0,0.15,0.15,0.3,0.15,0.3,
325,Antonio Galeano,py PAR,"DF,FW",20.0,12,Sao-Paulo,2021,6,661.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.2,1.5,21.0,21.0,37.0,0.17,0.03,0.2,0.17,0.2,
326,Luis Manuel Orejuela,co COL,DF,25.0,9,Sao-Paulo,2021,6,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,13.0,15.0,23.0,0.01,0.06,0.07,0.01,0.07,
327,Joao Rojas,ec ECU,FW,31.0,14,Sao-Paulo,2021,5,555.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.5,1.8,18.0,18.0,66.0,0.2,0.08,0.29,0.2,0.29,
328,Gabriel Neves,uy URU,MF,23.0,12,Sao-Paulo,2021,2,398.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,7.0,44.0,15.0,0.01,0.05,0.06,0.01,0.06,
329,Jonathan Calleri,ar ARG,FW,28.0,36,Sao-Paulo,2022,30,2818.0,31.3,18.0,2.0,20.0,17.0,1.0,2.0,5.0,0.0,0.57,0.06,0.64,0.54,0.61,13.2,11.7,3.0,14.6,41.0,41.0,193.0,0.42,0.09,0.52,0.37,0.47,
330,Nahuel Ferraresi,ve VEN,DF,23.0,9,Sao-Paulo,2022,9,710.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,11.0,43.0,3.0,0.03,0.06,0.09,0.03,0.09,
331,Robert Arboleda,ec ECU,DF,30.0,8,Sao-Paulo,2022,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.7,1.0,18.0,2.0,0.07,0.02,0.08,0.07,0.08,
332,Gabriel Neves,uy URU,MF,24.0,10,Sao-Paulo,2022,7,569.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,33.0,9.0,0.0,0.02,0.02,0.0,0.02,
333,Giuliano Galoppo,ar ARG,MF,22.0,14,Sao-Paulo,2022,6,710.0,7.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.13,0.0,0.13,0.13,0.13,2.2,2.2,0.2,2.4,7.0,26.0,37.0,0.27,0.03,0.3,0.27,0.3,
334,Éder,it ITA,"FW,MF",35.0,23,Sao-Paulo,2022,6,667.0,7.4,3.0,0.0,3.0,2.0,1.0,1.0,4.0,0.0,0.4,0.0,0.4,0.27,0.27,1.7,0.9,0.4,1.3,15.0,11.0,52.0,0.23,0.05,0.28,0.12,0.17,
335,Andrés Colorado,co COL,MF,23.0,8,Sao-Paulo,2022,5,308.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,12.0,5.0,0.02,0.03,0.05,0.02,0.05,
336,João Moreira,pt POR,DF,17.0,5,Sao-Paulo,2022,4,290.0,3.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.31,0.31,0.0,0.31,0.0,0.0,0.2,0.2,6.0,11.0,32.0,0.01,0.07,0.07,0.01,0.07,
337,Nahuel Bustos,ar ARG,FW,23.0,9,Sao-Paulo,2022,3,284.0,3.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,1.5,1.5,0.0,1.5,2.0,4.0,26.0,0.48,0.0,0.48,0.48,0.48,
338,Emiliano Rigoni,ar ARG,"FW,MF",28.0,11,Sao-Paulo,2022,1,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.7,15.0,13.0,35.0,0.09,0.16,0.25,0.09,0.25,
339,Michel Araujo,uy URU,"FW,MF",26.0,32,Sao-Paulo,2023,19,1768.0,19.6,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.1,0.05,0.15,0.1,0.15,4.8,4.8,2.4,7.2,73.0,91.0,157.0,0.24,0.12,0.37,0.24,0.37,
340,Robert Arboleda,ec ECU,DF,31.0,20,Sao-Paulo,2023,19,1721.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.3,1.2,2.0,42.0,5.0,0.05,0.01,0.06,0.05,0.06,
341,Jonathan Calleri,ar ARG,FW,29.0,19,Sao-Paulo,2023,15,1350.0,15.0,9.0,2.0,11.0,7.0,2.0,2.0,6.0,0.0,0.6,0.13,0.73,0.47,0.6,8.5,6.9,0.7,7.6,15.0,22.0,101.0,0.56,0.04,0.61,0.46,0.5,
342,Gabriel Neves,uy URU,MF,25.0,20,Sao-Paulo,2023,13,967.0,10.7,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.09,0.0,0.09,0.09,0.09,0.1,0.1,0.2,0.3,11.0,85.0,24.0,0.01,0.02,0.03,0.01,0.03,
343,Alan Franco,ar ARG,DF,26.0,13,Sao-Paulo,2023,12,1129.0,12.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.08,0.08,0.16,0.08,0.16,0.9,0.9,0.1,1.0,7.0,48.0,1.0,0.07,0.01,0.08,0.07,0.08,
344,James Rodríguez,co COL,"MF,FW",31.0,12,Sao-Paulo,2023,9,635.0,7.1,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.14,0.28,0.43,0.14,0.43,2.0,0.6,1.3,1.9,12.0,65.0,44.0,0.28,0.18,0.46,0.09,0.27,
345,Jhegson Méndez,ec ECU,MF,25.0,7,Sao-Paulo,2023,4,371.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,15.0,3.0,0.01,0.02,0.03,0.01,0.03,
346,João Moreira,pt POR,DF,18.0,1,Sao-Paulo,2023,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,0.03,0.0,0.03,0.03,0.03,
347,Nahuel Ferraresi,ve VEN,FW,24.0,1,Sao-Paulo,2023,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
348,Luis Manuel Orejuela,co COL,DF,27.0,0,Sao-Paulo,2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Robert Arboleda,ec ECU,DF,32.0,27,Sao-Paulo,2024,25,2256.0,25.1,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.08,0.0,0.08,0.08,0.08,1.4,1.4,0.5,1.9,2.0,45.0,3.0,0.05,0.02,0.07,0.05,0.07,
350,Alan Franco,ar ARG,DF,27.0,27,Sao-Paulo,2024,25,2191.0,24.3,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.04,0.04,0.0,0.04,1.1,1.1,0.4,1.5,14.0,98.0,6.0,0.05,0.02,0.06,0.05,0.06,
351,Jonathan Calleri,ar ARG,FW,30.0,27,Sao-Paulo,2024,24,2047.0,22.7,5.0,4.0,9.0,5.0,0.0,0.0,6.0,0.0,0.22,0.18,0.4,0.22,0.4,5.6,5.6,1.3,6.9,24.0,28.0,112.0,0.25,0.06,0.3,0.25,0.3,
352,Damián Bobadilla,py PAR,MF,22.0,18,Sao-Paulo,2024,14,1031.0,11.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.09,0.0,0.09,0.09,0.09,0.9,0.9,0.8,1.7,7.0,60.0,14.0,0.08,0.07,0.14,0.08,0.14,
353,Nahuel Ferraresi,ve VEN,DF,25.0,14,Sao-Paulo,2024,9,902.0,10.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.1,0.2,0.4,0.4,0.8,1.1,9.0,45.0,14.0,0.04,0.08,0.11,0.04,0.11,
354,Michel Araujo,uy URU,"DF,FW",27.0,20,Sao-Paulo,2024,9,858.0,9.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.1,0.1,0.0,0.1,1.2,1.2,1.7,2.8,22.0,45.0,50.0,0.12,0.17,0.3,0.12,0.3,
355,Giuliano Galoppo,ar ARG,MF,24.0,13,Sao-Paulo,2024,3,391.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4,1.2,8.0,26.0,16.0,0.19,0.09,0.28,0.19,0.28,
356,Jamal Lewis,nir NIR,DF,26.0,6,Sao-Paulo,2024,3,213.0,2.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,0.0,0.0,0.4,0.5,2.0,8.0,22.0,0.02,0.19,0.2,0.02,0.2,
357,João Moreira,pt POR,"DF,MF",19.0,5,Sao-Paulo,2024,3,195.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,14.0,0.01,0.0,0.01,0.01,0.01,
358,Santiago Longo,ar ARG,MF,25.0,3,Sao-Paulo,2024,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.01,0.0,0.01,0.01,0.01,
359,James Rodríguez,co COL,MF,32.0,2,Sao-Paulo,2024,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,
360,Paolo Guerrero,pe PER,FW,30.0,,Corinthians,2014,26,2362.0,26.2,12.0,5.0,17.0,12.0,0.0,0.0,7.0,1.0,0.46,0.19,0.65,0.46,0.65,,,,,,,,,,,,,28
361,Ángel Romero,py PAR,"FW,MF",21.0,,Corinthians,2014,11,997.0,11.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.09,0.0,0.09,,,,,,,,,,,,,21
362,Nicolás Lodeiro,uy URU,"FW,MF",24.0,,Corinthians,2014,3,267.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.34,0.34,0.0,0.34,,,,,,,,,,,,,7
363,Stiven Mendoza,co COL,"FW,MF",22.0,10,Corinthians,2015,6,578.0,6.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,,,,,,,,,,,,,
364,Ángel Romero,py PAR,"FW,MF",22.0,12,Corinthians,2015,6,561.0,6.2,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.48,0.0,0.48,0.48,0.48,,,,,,,,,,,,,
365,Paolo Guerrero,pe PER,FW,31.0,2,Corinthians,2015,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
366,Emerson Sheik,qa QAT,FW,36.0,3,Corinthians,2015,0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
367,Gustavo Viera,py PAR,MF,19.0,0,Corinthians,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Fabián Balbuena,py PAR,DF,24.0,,Corinthians,2016,29,2537.0,28.2,0.0,2.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.07,0.07,0.0,0.07,,,,,,,,,,,,,29
369,Ángel Romero,py PAR,"FW,MF",23.0,,Corinthians,2016,23,1976.0,22.0,5.0,6.0,11.0,5.0,0.0,0.0,4.0,0.0,0.23,0.27,0.5,0.23,0.5,,,,,,,,,,,,,27
370,Fabián Balbuena,py PAR,DF,25.0,32,Corinthians,2017,32,2842.0,31.6,4.0,1.0,5.0,4.0,0.0,0.0,6.0,0.0,0.13,0.03,0.16,0.13,0.16,,,,,,,,,,,,,
371,Ángel Romero,py PAR,"FW,MF",24.0,30,Corinthians,2017,29,2473.0,27.5,3.0,3.0,6.0,3.0,0.0,0.0,12.0,0.0,0.11,0.11,0.22,0.11,0.22,,,,,,,,,,,,,
372,Colin Kazim-Richards,tr TUR,"FW,MF",30.0,14,Corinthians,2017,4,402.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.22,0.0,0.22,0.22,0.22,,,,,,,,,,,,,
373,Ángel Romero,py PAR,"FW,MF",25.0,27,Corinthians,2018,27,2204.0,24.5,6.0,2.0,8.0,6.0,0.0,0.0,9.0,1.0,0.25,0.08,0.33,0.25,0.33,,,,,,,,,,,,,
374,Fabián Balbuena,py PAR,DF,26.0,8,Corinthians,2018,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
375,Ángelo Araos,cl CHI,MF,21.0,15,Corinthians,2018,6,575.0,6.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.16,0.16,0.0,0.16,,,,,,,,,,,,,
376,Emerson Sheik,qa QAT,FW,39.0,17,Corinthians,2018,3,357.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5,0.5,0.0,0.5,,,,,,,,,,,,,
377,Sergio Díaz,py PAR,FW,19.0,2,Corinthians,2018,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
378,Colin Kazim-Richards,tr TUR,"FW,MF",31.0,1,Corinthians,2018,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
379,Junior Sornoza,ec ECU,MF,25.0,20,Corinthians,2019,17,1357.0,15.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.07,0.07,0.0,0.07,1.5,1.5,1.8,3.3,18.0,72.0,39.0,0.1,0.12,0.22,0.1,0.22,
380,Mauro Boselli,ar ARG,FW,33.0,22,Corinthians,2019,16,1354.0,15.0,7.0,2.0,9.0,6.0,1.0,1.0,3.0,0.0,0.47,0.13,0.6,0.4,0.53,6.0,5.2,0.6,5.8,1.0,12.0,50.0,0.4,0.04,0.44,0.35,0.38,
381,Bruno Méndez,uy URU,DF,19.0,6,Corinthians,2019,5,523.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,15.0,4.0,0.0,0.01,0.01,0.0,0.01,
382,Ángelo Araos,cl CHI,MF,22.0,0,Corinthians,2019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Víctor Cantillo,co COL,MF,26.0,25,Corinthians,2020,21,1554.0,17.3,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.17,0.17,0.0,0.17,0.4,0.4,1.3,1.7,16.0,148.0,16.0,0.02,0.07,0.1,0.02,0.1,
384,Rómulo Otero,ve VEN,"FW,MF",27.0,24,Corinthians,2020,18,1527.0,17.0,2.0,1.0,3.0,2.0,0.0,0.0,8.0,1.0,0.12,0.06,0.18,0.12,0.18,2.8,2.8,1.2,4.0,38.0,64.0,108.0,0.16,0.07,0.24,0.16,0.24,
385,Bruno Méndez,uy URU,DF,20.0,16,Corinthians,2020,14,1295.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.9,12.0,47.0,8.0,0.02,0.04,0.06,0.02,0.06,
386,Ángelo Araos,cl CHI,MF,23.0,15,Corinthians,2020,12,800.0,8.9,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,0.11,0.45,0.56,0.11,0.56,1.3,1.3,1.7,3.1,21.0,23.0,60.0,0.15,0.2,0.34,0.15,0.34,
387,Juan Cazares,ec ECU,MF,27.0,20,Corinthians,2020,10,1086.0,12.1,2.0,5.0,7.0,2.0,0.0,0.0,1.0,0.0,0.17,0.41,0.58,0.17,0.58,1.5,1.5,3.9,5.4,23.0,81.0,77.0,0.12,0.33,0.45,0.12,0.45,
388,Mauro Boselli,ar ARG,"FW,MF",34.0,8,Corinthians,2020,1,199.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,2.0,4.0,6.0,0.08,0.1,0.18,0.08,0.18,
389,Víctor Cantillo,co COL,MF,27.0,,Corinthians,2021,18,1441.0,16.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.12,0.06,0.19,0.12,0.19,0.4,0.4,2.0,2.4,13.0,110.0,11.0,0.02,0.13,0.15,0.02,0.15,21
390,Ángelo Araos,cl CHI,"MF,FW",24.0,,Corinthians,2021,2,333.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,8.0,8.0,20.0,0.03,0.02,0.05,0.03,0.05,11
391,Bruno Méndez,uy URU,DF,21.0,,Corinthians,2021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
392,Fausto Vera,ar ARG,MF,21.0,18,Corinthians,2022,16,1303.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.2,1.4,16.0,95.0,5.0,0.09,0.01,0.1,0.09,0.1,
393,Rafael Ramos,pt POR,DF,27.0,20,Corinthians,2022,15,1304.0,14.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.07,0.07,0.0,0.07,0.2,0.2,1.3,1.5,19.0,50.0,57.0,0.02,0.09,0.1,0.02,0.1,
394,Bruno Méndez,uy URU,DF,22.0,18,Corinthians,2022,13,1133.0,12.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.08,0.08,0.0,0.08,0.6,0.6,0.4,0.9,4.0,31.0,8.0,0.04,0.03,0.07,0.04,0.07,
395,Fabián Balbuena,py PAR,DF,30.0,13,Corinthians,2022,13,1080.0,12.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.25,0.0,0.25,0.25,0.25,1.1,1.1,0.0,1.1,1.0,34.0,1.0,0.09,0.0,0.09,0.09,0.09,
396,Víctor Cantillo,co COL,MF,28.0,19,Corinthians,2022,10,916.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,11.0,72.0,10.0,0.0,0.02,0.02,0.0,0.02,
397,Júnior Moraes,ua UKR,FW,34.0,9,Corinthians,2022,5,402.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,3.0,7.0,22.0,0.11,0.05,0.16,0.11,0.16,
398,Bruno Méndez,uy URU,DF,23.0,27,Corinthians,2023,20,1650.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,16.0,62.0,23.0,0.01,0.01,0.02,0.01,0.02,
399,Fausto Vera,ar ARG,MF,22.0,21,Corinthians,2023,17,1381.0,15.3,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,0.07,0.13,0.2,0.07,0.2,0.7,0.7,1.4,2.1,15.0,68.0,16.0,0.05,0.09,0.14,0.05,0.14,
400,Ángel Romero,py PAR,FW,30.0,22,Corinthians,2023,13,1196.0,13.3,8.0,1.0,9.0,8.0,0.0,0.0,2.0,0.0,0.6,0.08,0.68,0.6,0.68,3.8,3.8,2.7,6.5,40.0,49.0,131.0,0.29,0.2,0.49,0.29,0.49,
401,Matías Rojas,py PAR,"MF,FW",27.0,15,Corinthians,2023,7,634.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14,0.14,0.0,0.14,0.8,0.8,1.0,1.8,13.0,30.0,27.0,0.11,0.14,0.25,0.11,0.25,
402,Víctor Cantillo,co COL,MF,29.0,6,Corinthians,2023,2,266.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,2.0,9.0,1.0,0.02,0.02,0.04,0.02,0.04,
403,Fabián Balbuena,py PAR,DF,31.0,1,Corinthians,2023,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.03,0.0,0.03,0.03,0.03,
404,Júnior Moraes,ua UKR,DF,35.0,1,Corinthians,2023,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
405,Rafael Ramos,pt POR,DF,28.0,0,Corinthians,2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Rodrigo Garro,ar ARG,"MF,FW",26.0,36,Corinthians,2024,35,2995.0,33.3,10.0,10.0,20.0,9.0,1.0,1.0,8.0,0.0,0.3,0.3,0.6,0.27,0.57,6.0,5.2,7.4,12.6,64.0,246.0,169.0,0.18,0.22,0.4,0.16,0.38,
407,Félix Torres Caicedo,ec ECU,DF,27.0,22,Corinthians,2024,19,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.6,5.0,60.0,2.0,0.04,0.04,0.08,0.04,0.08,
408,Ángel Romero,py PAR,FW,31.0,28,Corinthians,2024,16,1449.0,16.1,5.0,4.0,9.0,5.0,0.0,1.0,6.0,0.0,0.31,0.25,0.56,0.31,0.56,5.2,4.4,2.8,7.2,33.0,53.0,141.0,0.32,0.17,0.5,0.28,0.45,
409,Memphis,nl NED,FW,29.0,11,Corinthians,2024,9,793.0,8.8,7.0,1.0,8.0,6.0,1.0,1.0,2.0,0.0,0.79,0.11,0.91,0.68,0.79,3.7,2.9,0.9,3.9,24.0,31.0,62.0,0.42,0.11,0.53,0.33,0.44,
410,André Carrillo,pe PER,MF,32.0,13,Corinthians,2024,8,730.0,8.1,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.25,0.25,0.0,0.25,0.2,0.2,2.2,2.4,13.0,66.0,25.0,0.03,0.27,0.29,0.03,0.29,
